entity1,text,label
Family,What has been founded in the state that Denton county Texas is a part of??,0
MusicalWork,Whats is Weimar Republics official anthem,1
Settlement,What is the set in location of Anabasis whose diplomatic relation is Portugal,1
Crater,In which location Joseph Freiherr von Eichendorff works at,0
PoliticalParty,What are the outflow of the lakes which also has one of the outflow as Congo River ,0
Location,What is the municipality of the Browns Corners Toronto and also the  place of birth of the George Karrys,1
Game,Which is the national anthem that is published in Cedarmont Kids and contains the word banner in its name,0
Family,What are the ship type which start with the letter w,0
CelestialBody,Who was nominated for the award for the role of Javier Bardem,0
Language,Which airports are located in California USA,0
ChemicalCompound,Who is the brother in law of the writer Quran,1
Family,Which genre does the music produced by the Nocturnes fall under,0
Person,What place starting with the letter s has town rights and privileges as well as listed monuments and objects in Salzburg,1
Airline,Which citys governing body is led by Bruce Harrell,1
Place,What airport has an airline hub for American Airlines,1
Gene,Who replaced Hendrik Verwoerd as Prime Minister of South Africa,1
Lighthouse,What is the diplomatic relationship between Ibibio people and India,1
Opera,Who is the sister of Claudius whose public office is the consul of the Roman Empire,1
Settlement,What is Jerry OConnels birth location where John Lindsay is the mayor,1
Agent,What are the activity which start with the letter v,1
SoccerClub,Which is the twin city of place of death of Clark Gable,1
Place,What tv show is created by Brian Graden,1
ChemicalCompound,What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Yblock engine,1
Work,Where was the person born whose successor was Le Hong Phong,1
Person,In which municipalities does the NYC housing authority own buildings,1
Family,Where is Japan National Route 438,0
Family,What is practiced by the uses of Rugbyunion ,0
Settlement,good,1
CollegeCoach,Name the common distributing label of the Chinga Chang Records and StandBy Records ,0
Mineral,Who gave theuser of theme of Gingerbread Man ,0
HistoricalCountry,What works of the film director of Finians Rainbow,0
Library,What is the character role of Kate Walsh in Greys Anatomy,0
Department,What are the newspaper which start with the letter s,0
Agent,IBM has employees Wikimedia category,1
University,Name the chairman of the soccer club for which Mike Salmon currently plays,1
CelestialBody,What are some short story kind of Books,0
Place,What social media account is made by Xiaomi Redmi,1
Agent,In which city of Pittsburg Steelers was the Congress of Inductrial Organization founded ,1
Person,Who is the  human for family of Akhenaten,1
Settlement,Who gave the academic subject of part of work of The Cdc14BCdh1Plk1 axis controls the G2 DNAdamageresponse checkpoint ,1
Family,What is the title of Kakae ,0
Food,Who is cheflieu of Shashanka whicg has cheflieu of is Nawabs of Bengal and Murshidabad ,0
Family,Which is the academic major for Urban VIII,0
Mosque,Who are Merrie Melodies characters mediatised to,1
EducationalInstitution,Whose military units are VMF218 and VMF155,1
PopulatedPlace,What is the phase point of a triple point,1
Location,Which male character is played by a woman in Faust,1
Stream,What is Fukuokas sister city in the continent of Oceania,1
River,Whre does Akhenaten died,1
Company,Which operator of New Sanno Hotel is also the  governing body of the Oahu Railway and Land Company ,1
Host,What is the title of the TV movie based on The Count of Monte Cristo,0
Band,What musical artists of Finlandia play the genre of music called incidental music,1
Department,What is the longest river,0
Road,Who replaced Thomas Henry Huxley as the President of the Royal Society,1
Language,Where did David Livingstone die,0
VideoGame,Name a parent taxon of Spinacia oleracea,1
CelestialBody,Who is the mayor of Paris,0
Location,Which Statkraft hydroelectric power station has the greatest annual energy output,1
Device,What cast member plays Michelle Dessler in 24,0
Agent,What is it,1
Agent,Where are the philosophers from whose main work is on the matter of feminism in Canada,1
Family,What is the narrative time described by the work of William Weatherall Wilkins,0
Disease,What global city is described in Twenty Thousand Leagues Under the Sea,0
Location,Who is the narrator of the Adventures of Huckleberry Finn,1
Family,What global city is described in Twenty Thousand Leagues Under the Sea,0
Organisation,Who is the subsidiary company make the maker My Little Pony,1
Agent,City of Miami Cemetery is the governing body of which city,1
WorldHeritageSite,WHICH IS THE LICENCE OF PLATFORMS OF FIFA,1
Department,What is the alma mater of the senator who is the successor of Warren Magnuson ,0
Department,What tributary ends in the Jari River,0
TimePeriod,who church building for patron saint of Joseph,0
Work,Who is the mayor of Rotterdam,0
CelestialBody,What is fathers name who also served in military of Carlene Carter,0
Disease,Which daughters of British earls died at the same place they were born at,0
Event,Which culture ministry in South Korea has the largest budget,0
AcademicJournal,Which current Michigan Wolverines team member debuted in Chicago Bears ,0
Biomolecule,Which companies have Kumho Asiana Group as their parent company,0
Architect,tell me girl group contains the word virtue in their name,0
Mayor,List the territory of Tonkin Campaign ,0
SoccerClub,When did monument for depicts of Dante Alighieri,0
Place,List books authored by Miguel de Cervantes and published by Francisco de Robles ,1
Work,Tell me radio program whose name has the word ??3 in it,0
Agent,What is the name of integrated library system for SQL,1
Agent,In which state Penn State University is located,1
Ship,What is ideology of member  party of Lars Krarup ,1
TelevisionEpisode,What is a contestant in the work of Walter Blakely,0
PopulatedPlace,Which is the federal state that was a participant in the Cuban Missile Crisis,1
SkiResort,What is a historical profession that contains the word zeugmacher in its name,0
Organisation,What is tournament for snooker called,1
Agent,What is the diplomatic relation of International Energy Agency member the Kingdom of Hawaii,1
Agent,Which kid of Rudolph I of Germany has the peerage Duke ,1
Street,Who offers the services of OneDrive and Outlookcom,0
Agent,What sport has made Eric Schiller famous and has employed Craig Van Tibury,1
Person,Shen Bao has a partner city of Rotterdam what is the main location of the publication,1
State,Name few television showss anchored by Ryan Seacrest,1
Activity,Who replace Boniface VII that was a pope,0
PopulatedPlace,Which is the university building for the location of the headquarters of University College London,1
Agent,What is the subject of The Prodigal son ,1
Family,Which is the tributary of the outflow of Minho River,0
Company,Emmanuelle Alt is the editor for Vogue in which country,1
Location,Whose career of film starring Late Show with David Letterman ,1
State,Which draft team od Dale Mitchell is also the tenant of Master Card center ,1
Agent,Where is deathplace of William II which has head of national government is Victor Marijnen ,1
Website,Which literary award did John Steinbeck receive,0
Airport,Who is the inventor or discoverer of Messier 77 whose murder method is yellow fever,0
Agent,Companies founded in Taiwan have typically which divisions,1
Agent,Who is the former partner of the figure skater which was the former partner of Brynn Carman ,1
MusicalArtist,When did studio album for language of work or name of English,1
Holiday,What is worked  of grandchildren of Jan Smets ,0
Location,Which is the bridge that is located in the administrative territorial entity of London Borough of Southwark and whose name contains the word bridge,1
SportsTeam,When did the life stance of saint governing text ,1
PoliticalParty,What business is Verizon involved with,0
PopulatedPlace,Which road leads to Seville,1
City,Who wrote the musical score of Illya Darling,1
Award,Which Catholic church is Ignatius of Loyola patron saint of,1
FormulaOneRacer,What is the office of the head of government and head of state in Arunachal Pradesh,1
Organisation,Where are the movies directed by Faisal Aman Khan recorded,1
Settlement,Which info appliance is manufactured by Asus and is the predecessor of PS 2,1
PoliticalParty,Which magazine has publisher as Jann Wenner,0
Planet,Name the writer  of Keplers laws of planetary motion,1
Award,Which Harris County based company is a subsidiary of Tandem Computers,1
SkiResort,Which allegiance of the John Kotelawala is also the  sovereign state of the Sanath Weerakoon ,0
SkiResort,Who is the asteroid for followed by of Pluto,0
Person,Who is developer of quicksort which has doctoral student is Augusto Sampaio ,1
SoccerClub,Can you name the JK Rowling book that has sold the least copies,0
CelestialBody,For what work has Orelsan received an award for a video clip,0
Website,What award did Princess Mononoke receive at the Animation Kobe Theatrical Film Awards,0
PopulatedPlace,What are the relatives of the rugby player one of whose relatives is Nick Williams,1
Place,Which termini is connected with Tokyo Metropolitan Road Route 418,1
Game,Which 2018 FIFA World Cup team played the most matches,0
Work,Name the profession of people working with interior design,1
Architect,What is successful candidate of Ernesto Zedillo ,0
PopulatedPlace,Name the key people of the nonprofit organisations whose one of the key person is LesleyAnne knight ,1
Place,What is the parent organization of the international court of Justices subject of international law,1
Taxon,Who awarded Eric Hobsbawm an honorary doctorate,1
Person,What country is Colin Renfrew a citizen of,1
PoliticalParty,Name the debut team of Butch Metzger ,0
University,What is manufactured by Asus and Sony togather,1
Group,Which country replaced Czechoslovakia,1
Eukaryote,David Letterman is producer,1
Family,Which US state has the highest population density,0
Star,Which is the twinned administrative body for Besan??on,0
Department,who is rector of Karl Weierstra?? ,0
PopulatedPlace,Which allegiance of the John Kotelawala is also the  sovereign state of the Sanath Weerakoon ,1
Award,who is managed by exchange of Unisys ,1
Organisation,Which field of study involves the history of mathematics,1
Family,What sports team does Malcolm Allison play for and how many matches did he play,0
Family,Which Chess players died in the same place they were born in,0
ReligiousBuilding,What airlines are part of the SkyTeam alliance,1
CelestialBody,What is the Class IIIB combustible liquid with the highest flash point that is used in insecticides,0
Person,What are the diplomatic relations of the Kam people living in South Sudan,1
Tournament,List the doctoral students of Harry Harlow ,1
Award,WHAT COMES FROM LABEL OF LCD SOUNDSYSTEM ,0
Family,When did software for developer of Julian Assange,0
Agent,List the television shows one of whose distributors divisions is Warner Bros Animation,1
Stream,Which coach of England national under 21 footbal team is also the coach of Aston Villa FC season ,1
PoliticalParty,Who is the husband of Amanda Palmer,0
EthnicGroup,Which is the play whose narrative location is Helsing??r and contains the word hamlet in its name,1
Department,Is Monopolys publishing house the parent company of Playskool Inc,0
Place,Who produces the tv series which made Scott Haran famous,1
TelevisionShow,What is the television show whose sculptor is C E Webber and composed by Murray Gold,1
Planet,List the battles fought by Roh Taewoo ,1
Organisation,Which division of Serbia national team is also the region of Dobinsk Ice Cave ,1
TelevisionShow,Which river originate from limerick,1
President,Which is the academic subject of the disciples of Dmitry Anuchin,1
Work,Who is Thomas Eakins whose students is Auguste Alleaume,0
ArchitecturalStructure,Who Sleepwalking succeeded in playing Sleepwalking,1
MusicalWork,Which company produced the car which was a new version of Daewoos Tico,1
TelevisionEpisode,Which administrative unit is adjacent to Clementi Singapore,0
Agent,What is the capital of Chicago,1
Agent,Name a person who was educated in Humes High School ,1
Location,Tell me nutrition those contains the word elible in their name,1
BaseballTeam,Tell mec ommunist party whose name has the word pr??ce in it,1
Family,Who created Batman,0
Activity,What is the translation of the safety classification and labelling of boron nitride,0
Genre,What is the quasar with the highest redshift whose discoverer or inventor is William Herschel,1
AnatomicalStructure,Who is the voice actor Jos?? Ferrer,0
SkiResort,What is the taxon rank and the endemic to of Komododragon ,0
Work,Which basketball teams president studied in the Brockport Golden Eagles,1
ChemicalSubstance,What work earned Ron Howard a Golden Globe nomination,0
HistoricalSettlement,Who are the trainersof Candice Michelle,0
Holiday,What are the manned spaceflight programme which start with the letter p,0
TopicalConcept,Which is located in presentday administrative territorial entity for FriuliVenezia Giulia,1
Museum,What is aircraft in fleet for item operator of tank ,0
City,In which museum is Hadrian buried,1
Street,Which cofounder works for Christine Jones,0
WrittenWork,Who is the author of foreword of Jimmy Wales,1
TelevisionEpisode,Who have become famous by movies produced by Laurence Mark,0
CelestialBody,Which county seats are in the district where I can find the Hylebos Creek,0
Location,Where did Arne Jacobsen die which is also the county seat for Denmark,1
Person,Who is the chairwoman of Eric Rossis political party,1
Organisation,Which is the field of work for Giotto di Bondone,1
Disease,Name the city of PhilEllena ,0
Award,Where in Italy was Carla Bruni born,0
Street,What is the subtopic in the economy of Japan with diplomatic relation with Afghanistan,0
Location,Who replaced Michal Korybut Wisniowiecki as the King of Poland,1
EducationalInstitution,What is the twin town of Sakie Akiyamas birthplace,1
Book,How big is the Cliff Kill Site national park,1
Taxon,What is the basic form of government for an absolute monarchy,1
PoliticalParty,Whihc associate of THomas Bryan Martin is also the founder of Pittsburgh ,0
Family,Name the basketball player who played for Phoenix Suns and Los Angeles Clippers was his draft team,0
Work,What is Ian McKellens gender and sexual orientation,1
Department,What teams have Avangard Omsks players played for,0
Settlement,What is the award received and the nominated for of GloriaEstefan ,1
Department,Which shows theme music is composed by a band which has Larry Lalonde in it,0
CelestialBody,Was Louis Agassiz worked at Davis Center for Russian and Eurasian Studieswhich is a subsidiary company of Harvard University,0
Flag,What is the common party of the Manthena Venkata Raju and  B Shiva Rao,0
Architect,Where is the sister station of Al Arabiya 99 located,0
SportsTeam,What may be prevented with aspirin,1
Family,In what former Soviet country was Ramzan Kadyrov Ebonat born,0
PoliticalParty,Who is born at of Leopold I Holy Roman Emperor where county seat for is AustriaHungary ,0
Agent,Who gave the cofounded by of has designer of RIM116 Rolling Airframe Missile ,1
Location,What is geomorphological unit of East European Plain ,1
UnitOfWork,To whom did Ingmar Bergman got married and when did it ended,0
City,In which country does the Auckland rugby union team play  ,1
Location,What is the location of the pope whose major shrine is St Peters Basilica ,1
SkiResort,Which teams players have played in the national hockey league,0
Agent,Where in France is the headquarters of Pierre and Marie Curie University,1
TopicalConcept,What is guest of honor for Arturo Toscanini ,1
WrittenWork,What is the constituency of the people who died in Lampedusa,1
Agent,What is a salthill,1
Agent,Name the species of Liger ,1
PopulatedPlace,Which city has its landmark as Cheasty Boulevard South,1
Biomolecule,What country is The StarSpangled Banner connect to,0
PopulatedPlace,What is the etymology of Lenzs law that has crafted the university teacher,1
River,WHO IS THE FATHER OF THE FILM DIRECTOR OF HUMILIATION,1
Settlement,What is the type of Naval Station Bremerton ,1
Award,List the regions served by the company which serves in Pacific Ocean ,1
Flag,Which is genetic association of illness of Adnan Khashoggi ,0
PopulatedPlace,where is the ivan Turgenev residence and lived with whom,1
Crater,What airlines are part of the SkyTeam alliance,0
City,Which Greek parties are proEuropean,1
Family,Where do the rivers from greater London flow into,0
State,Which private Catholic school has the lowest total expenditure,1
Settlement,Who gave the stockholders of builder of EMD GP392 ,1
Agent,What city is located on the mouth of Duwamish River,0
Agent,Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ,1
SocietalEvent,Which car manufacturer is located in Barcelona,1
Family,Amtrak is the owner of which tower station ,0
Agent,who titleholder of nomination received of nebraska ,1
Place,Who was the consecrator for Paul VI,1
Agent,What are some other things developed by the company who made the remote desktop protocol,1
Department,Name the royalty whose daughter was Cleopatra V and was married to Ptolemy XIV of Egypt,0
TopicalConcept,Who awarded Eric Hobsbawm an honorary doctorate,1
Event,Which is partner town of Indian reservation Delhi Public Library ,1
Agent,Who reprinted the Death of a Salesman book,1
PopulatedPlace,What is exclave of Sharjah Emirate,1
PoliticalParty,What is the connecting line of Chulalongkorn University,0
Artist,What at Ferdinand de Saussure has doctoral thesis as De lemploi du g??nitif absolu en sanscrit ,1
Award,Which is endemism of Mantella where member of is International Bank for Reconstruction and Development ,1
Biomolecule,What is difference from Tsardom of Russiathat the official language is Nogai,0
Type,Which first driver of  European Grand Prix 1993 is also finished first in 1985 Portuguese Grand Prix ,0
Work,Who is Ali alHaidis  nephew,1
Organisation,What legislative body is the regional organization of European parliament,1
Family,What is the item operator F  A Hornet of greeks culture,0
Person,Was Gustav Mahlers birth place located in the administrative territorial entity of Kalista ,1
HistoricalSettlement,What is the university whose campus are Indiana and Iowa,0
SkiResort,Which is the sexual orientation for asexuality,0
State,Where did Hans Asperger die that is located near Simmering,1
Architect,What Belgian municipality with city privileges shares a border with Bruges,0
Taxon,What is the central bank that issues the Russian ruble,1
ChemicalSubstance,Who graduated from Ratan Tata whose parent company is Sleep and Human Health Institute,1
Person,In which country is the Chapelle SaintLouis de Carthage located ,1
Location,Tell me which automobile manufacturer is in stock exchange of Tokyo Stock Exchange whose name contains the word toyota,1
Agent,Which company is alumni of Robert McNamara,1
Agent,What is the common nationality of Viveka Babajee anad Ronny Vencatachellum ,1
PersonFunction,Who is champion of nominee for Graduation ,1
Family,Who is husband of Michael Curtiz whose first name is Lucy ,0
Website,What companys leader is Edwin Catmull,0
Family,Who is the founder of Oprah Winfrey Network US TV channel ,0
MountainRange,Tell me festival whose name has the word vijayadashami  in it,0
Place,Who is Natsume S??sekis granddaughter,1
Disease,What what is play  location of first performance Palace of Whitehall and also which starts with letter t,0
Person,Tell me the academic writing of author Charles Darwin that contains the word origin in its name,1
Place,Which protein interacts with hydrogen peroxide,1
Protein,Name the HBO TV show written by Erik jendresen  ,1
PopulatedPlace,Name the office holder whose constituency are Duboce Triangle and HaightAshbury ,1
UnitOfWork,Which american football team is owned by Mark davis and is located in Oco Colliseum ,0
Family,What has cause of Universiade ,0
SoccerPlayer,Who plays in the sequel of Ziegfeld Follies 1911,1
Place,Which fictional character is portrayed by Roger Barton film editor,1
SportsTeam,What are the baseball teams who belongs to  Guggenheim Partners,1
Place,What is the city neighboring Giovanni Battista Guadagninis deathplace,1
Family,Which memeber of South Asia SubRegional Economic cooperation is also the nationality of Aishath saffa ,0
OfficeHolder,List the border of the admin region which shares border with North Korea ,1
Event,Who built the Ford Yblock engine ,1
Location,which is the character role for David Hasselhoff that has participant of as Baywatch ,1
City,What is the sister city of Antwerp that has cities in Minhang District,1
Place,Name the company which produces both  Boeing FA18 EF Hornet nad CH46 Chinook ,1
TopicalConcept,Which is the natural reservoir for Pteropodidae,1
Family,Who was the narrator of the show whos music is composed by John Douglas,0
Food,Where did Rajinikanth and spouse Latha Rajinikanth get married and at which time,0
Place,Name the scientist whose supervisor was Ernest Rutherford and had a doctoral students named Charles Drummond Ellis,1
Location,Which is the cemetery with the highest point in Indianapolis,1
City,Which Stuttgart Open has the highest prize money,0
Flag,Who is winner of Benny Carter ,0
NaturalPlace,Which partner of the Tim Mathieson is also the primeminister of the Mike Kelly Australian politician ,1
CelestialBody,Who all did their high school in Denbigh high School,0
Person,What is the recurring tournament that starts with the letter w,1
Agent,Where did the beverages sold by Refriango originate,1
Location,Mention the citizenship of Czechoslovakia,1
CelestialBody,which is the replaced by for Paschal II that has position held as pope ,0
Protein,what are the war deity which start with the letter z,0
Family,Michael Dell is the CEO of which of business organisation,0
Agent,Where is place of birth of Alexei Nemov which is located in the administrative territorial entity is Republic of Mordovia ,1
Newspaper,Who is the producer of the single which was the subsequent work of Hes a Liar,1
Architect,what is casualty of  cause of death,0
BodyOfWater,Name the occupational carcinogen causing Chloromethane exposure with the the highest standard molar entropy ,1
Person,What is the death location bordered by Gussago of Carlo Maria Giulini,1
Organisation,Who is the producer and administrator of QU Imaging ExperimenT,1
SkiResort,Who is the mayor of Sihanoukvilles sister town,0
Artist,Tell me constellation  whose name has the word volans in it,1
Politician,Which is the bicameral legislature for the legislative body of the Kingdom of Great Britain,1
Holiday,WHICH IS THE VOTING ROUND WITH THE MAXIMUM NUMBER OF BLANK VOTES,0
Artery,Who gave theestablished by of member of of Ernest Lawrence ,1
CelestialBody,Philadelphia City Council is the governing body of which city,0
Agent,Who was once married to both Kelly Brook and Rosie HuntingtonWhiteley,1
EthnicGroup,Tell me newspaper whose name has the word ??alom in it,0
Place,What is the profession of William Luther Hill ,1
SkiResort,Which is the district in AlQassim Region that has diplomatic relation with Mongolia ,0
Food,What is the musical based on the book The Count of Monte Cristo,0
University,Where did Allama Matthews study,0
Film,Who is the producer of album which has the song Money,1
ChemicalSubstance,Which  institution of the Alton Ochsner is the alma mater of the Michael Hahn ,1
Location,Sarah Silverman stars in which animated film,1
SportsEvent,What degree is achieved by Gustav Kirchhoff at Heidelberg University,1
Department,How long was George VI ruled as a monarch,0
Person,Who is the host of series of The Tonight Show with Jay Leno,1
Bird,Which is the hometown of Kevin Martin that is next to Beaumont,0
Event,WHICH IS THE FEDERATION WITH THE MOST PPP GDP PER CAPITAL,0
Street,Who was the vice president under which elizabeth alexander served,0
Archipelago,Who are the scientists known for the Manhattan Project,0
EthnicGroup,Tell me a treatment used for the medical condition of lidocaine,0
ChemicalSubstance,In which series do I find Minbari species characters,1
River,The history of Azerbaijan which contains the Masally District falls under which topic,0
Activity,Who are the writers of the prequel to No Reservations Around the World on an Empty Stomach,0
SpaceMission,Name a nationalist  political party that contains the word patriots  in its name,1
Country,What were robert sarvis and JAck Ryan nominated for ,1
Family,Who was called Rodzilla,0
Family,Whats the human difference to Magic Johnson,0
Athlete,tell me the port city with the highest point that starts with lettter b in Tibidabo,1
MusicalArtist,Which is the business with the headquarters location in Barcelona,0
Location,Who is the anion for conjugate base of sulfate ion,1
SkiResort,What kind of activity of Lotte Jacobi in Berg an Laim is it,0
Award,What type kinship is a soninlaw,1
SportFacility,whats the involvement of dutch east India company,1
CelestialBody,What is the place of interment with twin cities of Tel Aviv of Mae West,0
WrittenWork,What actor plays Professor X in the film XMen Apocalypse,1
Family,What city is the residence of Cheryl Teigs,0
Disease,Name a song produced by Quincy Jones that starts with letter W,0
Zoo,What are Breann McGregor and Anika Knudsen both known for,0
Lake,Which is the communist party of the mouthpiece of Pravda and which contains the word communist in its name,0
Location,Where in Moscow was Nikita Mikhalkov born,1
Location,What city in Ukraine is the twinned administrative body of Vancouver,1
Agent,what invention did the nobel prize winner in physics create,1
Museum,Where is the radio broadcasted in whose sister station is CKFMFM,0
Department,What is won by the honorary titles of The Settlers of Catan,0
AnatomicalStructure,What is succeeds to part of work of Very Ape ,0
River,Tell me about the lyrics of Billie Holidays song,1
HistoricalSettlement,Which mainter of  Cheasty Boulevard South is also the county seat of the King County Washingtonsu ,0
Agent,What is the profession of Jose Marti who is also known as Dichter,1
Work,Who all have been canonized by Pope Paul VI,1
HistoricalSettlement,Which country on the Gold Coast did Jack Brabham die,0
Book,What business is conducted at the  New York Stock Exchange,1
Country,What would be the most important creation which involved both Neil Cross and Russel Davies ,1
Person,Which person constituency is Duboce Triangle San Francisco and military unit is USS Kittiwake ASR13,1
Location,What theatre did Frank Gehry design,0
PublicService,who sister town of born in of Huban ??ztoprak ,0
Media,What are Monrow Carell Jr Children Hospital and Vanderbilt University Medical Center both affiliated with,0
Agent,who is the governer of New Castile,1
CelestialBody,who is treated by death cause of Jules Ferry ,0
Settlement,Who are some people whose relation is hqed in Gold Base,1
Family,Which video game company developed Pong,0
Agent,which is place of birth of fatimah that is located in the administrative territorial entity is hejaz,1
Biomolecule,What are the words by My Old Kentucky Home whose career is lyricist,0
Spacecraft,What stadiums operator is Stan Kroenke,1
Flag,Which animals are critically endangered,0
Person,Where is the birth place of Arnold Rothstein during the time Ardolph L Kline was head of the National Guard,1
Organisation,What was Indiana Jones performed in the Young Indiana Jones and the Treasure of the Peacocks Eye,1
OfficeHolder,Which SoyuzT has the largest periapsis,1
Organisation,Who is the defendant for Hans Frank,1
HistoricalSettlement,What is the political party of Silvio Berlusconi ,0
Activity,What are the  railroad line which start with the letter s,1
Agent,Name the river whose mouth place is Old Lyme Connecticut,1
Crater,Which person naratted The Incredible Hulk and also the writer of Tales of Suspense ,0
CelestialBody,Which girl group starts with the letter v,0
TelevisionPersonality,What is the Team Name  of St Viator High School ,0
Agent,Tell me political party whose name has the word veritas in it,1
Location,Name the team of Michael springer ,1
Agent,Who rented the stadium where the UFC 152 take place,1
Agent,Where does the network cofounded by Seewoosagur Ramgoolam air its shows,1
Department,which person created the women in the garden,0
PoliticalParty,Companies founded in Taiwan have typically which divisions,0
Bacteria,What are the airlines whose hub airport is Los Angeles International Airport,1
Country,Who is the publisher for Julius Streicher,0
Museum,What  is the Nickname of Daniel ORegan ,0
Location,Which countries have more than two official languages,1
University,where is tributary  located on body of water of Nagoya ,1
Family,What is the game platform of Google Cloud Connect ,0
PoliticalParty,Name a broadsheet format newspaper that starts with letter T,0
Person,Who died in the writers of Philosophical Investigations,1
Place,Which is the international airport for the transport hub of Belgrade,1
PopulatedPlace,Which colored race horses have won the Grand National,1
MeanOfTransportation,Name the broadcast area of  Radio Philippines Network ,0
ChemicalSubstance,What sovereign state uses the Australian dollar as currency,1
Agent,what is the highest international judicial court of the european union,1
CelestialBody,What is the railway that was formed in Paris,0
Surname,Which wine region of Bogdanua is the Croatian Inline hockey team part of ,0
Settlement,Who is winner of Benny Carter ,1
Architect,What is the parent organization of Nintendo,0
Settlement,What lived in Florence Nightingale Florence Nightingale diplomatic relation in Bangladesh,1
Opera,What league is the team Ospreys in,1
Family,Tell me a firstclass city that starts with the letter m and has the Seal of Milwaukee as its coat of arms,0
Place,Who is the human for screenwriter of The Lion King,1
Bird,What are the album which start with the letter w,0
Country,What awards has Aruna Irani received,1
AnatomicalStructure,Which sovereign state is located in the administrative territorial entity of Khyber Pakhtunkhwa,0
EducationalInstitution,Which music band made Take Me There and to which Tedd Riley was associated,1
CelestialBody,Name a military unit whose command structure is United States Department of the Navy and garrison is Arlington County Virginia,0
Agent,What is the capital city in the village of Teknaf Upazila,1
Agent,Which is the location of formation and the headquarters location of Microsoft ,1
Person,What is the name of the person who died due to amyotrophic lateral sclerosis,1
Department,What was Jonathon Edwards cause of death,0
PersonFunction,What is the sister city of the Badminton World Federation in garrison,0
Family,Name the river which flows through the closest city of Mount Raimer ,0
Agent,Which associated band of the Teddy Riley is also the performer of the Before I Let You Go,1
Department,Which country is the birth place of Marcus Samuelsson and Samuel of Waldebba ,0
Artist,What capital town of the Kingdom of Wessez experienced the notable event of the July 7 2005 London bombings,1
Mineral,Which is the sovereign state for the history topic of Australia,0
Airport,What is the name of Thomas Jeffersons residence,0
Website,Where is Emmett Hughes from,0
Person,What island nation  has highest marriage age ,1
SkiResort,Which astronauts went on the Gemini 8 mission,0
ChemicalCompound,Who graduated from Ratan Tata whose parent company is Sleep and Human Health Institute,1
CelestialBody,Which are the symphtoms of Alfred Deakin,0
AmericanFootballTeam,What is the drafted team of the people expected to join toronto marlies,1
TopicalConcept,Which is etymology of Planck length that plays piano,1
TopicalConcept,Who is the rector of McGill University,0
Family,NAme the emplyer for whihc Manu cornet has worked and also written in Google Web Toolkit ,0
Family,What place starting with the letter s has town rights and privileges as well as listed monuments and objects in Salzburg,0
TelevisionShow,Which settlements neighboring municipalities are Cologny and PregnyChambsy,1
Location,What award was John Williams nominated for in Close Encounters of the Third Kind,1
Department,Who plays badminton,0
Person,What is the source country of reg Lake ,1
BaseballTeam,What is the name of the city that Nadezha Mandelstam died in whose sister city is Vienna,0
TopicalConcept,What country was Francis Crick born in,0
NaturalPlace,Who is owner of the soccer club which owns the Cobham Training Centre,1
Agent,Which is the Wikimedia category for the associated category of people of Istanbul,1
Website,Who is the discoverer of the Iron Curtain and had political office held as the First Lord of the Admiralty,0
Award,What are the honours of Grace Bumbry whose leader is Fayard Nicholas,1
City,In which companies boards do the writers of Wikitionary belong,1
Family,Who are the managers of clubs participating in the 20142015 Football League Championship,0
ChemicalSubstance,Where is the team of Abdel Boucker located ,0
Place,Hubert Dreyfus studied at which college where the schools primary colour is crimson,1
HorseRace,Mention the border participants of Livonian War,0
EducationalInstitution,tell me the school to which Cyril Hume went,1
CelestialBody,Who caused the Napoleonic Wars,0
Agent,What is the name of the business that is owned by The Economist,1
Country,Who is the owner of the theatre company that made The Birth of the Star Spangled Banner,1
Decoration,Which is founded by George Safford Parker,0
PopulatedPlace,Who is the immunology specialist that developed penicillin,1
Family,What birthplace of Eero J??rnefelt is in the County of Viborg and Nyslott rural city,0
Settlement,Raymond Johansen is the mayor of what city,1
Company,For what period is La Marseillaise valid as the French anthem,1
ChemicalSubstance,Which current Michigan Wolverines team member debuted in Chicago Bears ,0
MedicalSpecialty,What and where is the record for the pole vault held,0
ReligiousBuilding,WHICH IS THE CLASS IC FLAMMABLE LIQUID WITH THE MAXIMUM BOILING POINT,1
PopulatedPlace,Which mascot of Celal Bayer university is also the nickname of kore Presbyterian Theological Seminar ,1
Department,What is the nationality of Sune Agerschou ,0
Department,Who is premier of hometown Leo Frank ,0
CelestialBody,Which country has given citizenship to both saima chowdhury and edmund john,0
SkiResort,Name the Austrian election with the oldest candidates like Die Grunen,0
Agent,Who is the person that is a political party member of Indian National Congress,1
PopulatedPlace,What is the human spaceflight mission that Neil Armstrong was part of,1
Work,Who does the voice of Thomas the Tank Engine on the show Thomas and Friends,1
SoccerPlayer,WHAT ARE FILM WHICH START WITH THE LETTER Y,0
Animal,Who is the creator of the series W Is for Wasted,1
Holiday,Where and what time did William Michael Rossetti Work,0
Place,Which country has given citizenship to both saima chowdhury and edmund john,1
Family,Tell me the retail chain which starts with letter z,0
Organisation,What was Genghis Khans family called,1
City,What films have been shot in Yokohama,1
HistoricalSettlement,Mouse Morris horses have raced in which races,0
SkiResort,Who are the former partners of the figure skaters whose performance have been choreographed by Catarina Lindgren in the past,0
Country,What is the fabrication method of casting,1
Agent,Which sister from the Olympias has the Christian name Alexander,1
Person,What profession practices algebra,1
